Title;Price;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2101;900 000 ₸;;;
Ford Focus;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
ГАЗ ГАЗель;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Mercedes-Benz E 200;900 000 ₸;;;
Nissan Sunny;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Volkswagen Vento;900 000 ₸;;;
Volkswagen Vento;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2102;900 000 ₸;;;
Mercedes-Benz E 240;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Opel Tigra;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Audi 100;900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
Audi 100;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Mercedes-Benz E 260;900 000 ₸;;;
Suzuki Cultus;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Audi 200;900 000 ₸;;;
ГАЗ 24 (Волга);900 000 ₸;;;
Mitsubishi Delica;900 000 ₸;;;
ВАЗ (Lada) 2113 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Toyota Celica;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Toyota Soarer;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Mazda 626;900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
Renault Logan;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Mazda 323;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
ЗАЗ Sens;900 000 ₸;;;
BMW 323;900 000 ₸;;;
Mazda 323;900 000 ₸;;;
BMW 520;900 000 ₸;;;
УАЗ Буханка;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
BMW 520;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Mercedes-Benz E 200;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Daewoo Matiz;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
Audi 80;900 000 ₸;;;
ГАЗ 3110 (Волга);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВИС 2345 (Жигули);900 000 ₸;;;
Ford Transit;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ГАЗ 2410 (Волга);900 000 ₸;;;
УАЗ 469;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Seat Toledo;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Toyota Corolla;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2113 (хэтчбек);900 000 ₸;;;
Mazda 626;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Audi 100;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Opel Astra;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
BMW 320;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Ford Mondeo;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Opel Omega;900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
ГАЗ 3102 (Волга);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Audi 100;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Honda Accord;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Mercedes-Benz E 200;900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Chery Amulet (A15);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Mercedes-Benz E 260;900 000 ₸;;;
Daewoo Espero;900 000 ₸;;;
Renault Laguna;900 000 ₸;;;
Volkswagen Vento;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
Mitsubishi Diamante;900 000 ₸;;;
ВАЗ (Lada) 2109 (хэтчбек);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
Mazda 323;900 000 ₸;;;
Mitsubishi Lancer;900 000 ₸;;;
ГАЗ 3110 (Волга);900 000 ₸;;;
ВАЗ (Lada) 2111 (универсал);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Mitsubishi RVR;900 000 ₸;;;
Chevrolet Lanos;900 000 ₸;;;
Skoda Felicia;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Mazda 626;900 000 ₸;;;
Nissan Cefiro;900 000 ₸;;;
Chevrolet Lanos;900 000 ₸;;;
Mitsubishi Carisma;900 000 ₸;;;
Daewoo Matiz;900 000 ₸;;;
Lifan Breez;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) 2109 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2109 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Vento;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Nissan Sunny;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Audi 80;900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Mercedes-Benz E 200;900 000 ₸;;;
Mazda Cronos;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Honda Accord;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Jetta;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2113 (хэтчбек);900 000 ₸;;;
Honda Accord;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) Kalina 1118 (седан);900 000 ₸;;;
Mazda 323;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) 2109 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ГАЗ 31029 (Волга);900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) Kalina 1118 (седан);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
ВАЗ (Lada) 2104;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
УАЗ 3151;900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
УАЗ 469;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Geely Emgrand EC7;900 000 ₸;;;
ВАЗ (Lada) 2109 (хэтчбек);900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
ВАЗ (Lada) Kalina 1118 (седан);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Nissan Almera;900 000 ₸;;;
ВАЗ (Lada) 2111 (универсал);900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Subaru Legacy;900 000 ₸;;;
Audi 100;900 000 ₸;;;
УАЗ 3151;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Mazda 626;900 000 ₸;;;
Chevrolet Lanos;900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
Mazda Cronos;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) Kalina 1118 (седан);900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2113 (хэтчбек);900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Mazda 626;900 000 ₸;;;
Mazda 626;900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Toyota Camry;900 000 ₸;;;
Nissan Vanette;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
Chery Cowin;900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Mercedes-Benz C 180;900 000 ₸;;;
Mitsubishi Colt;900 000 ₸;;;
Mitsubishi Space Wagon;900 000 ₸;;;
ВАЗ (Lada) 2111 (универсал);900 000 ₸;;;
ВАЗ (Lada) 2111 (универсал);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
УАЗ 3151;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Opel Omega;900 000 ₸;;;
Toyota Mark II;900 000 ₸;;;
Mercedes-Benz E 200;900 000 ₸;;;
Mercedes-Benz E 200;900 000 ₸;;;
Mazda Cronos;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Chery Cowin;900 000 ₸;;;
Nissan Vanette;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Toyota Camry;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Mitsubishi Colt;900 000 ₸;;;
ГАЗ 310221 (Волга);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2131 (5-ти дверный);900 000 ₸;;;
Toyota Corona;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Audi 80;900 000 ₸;;;
Mercedes-Benz C 280;900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
Audi 80;900 000 ₸;;;
ВАЗ (Lada) 2121 Нива;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
ВАЗ (Lada) 2121 Нива;900 000 ₸;;;
Nissan Prairie;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) Kalina 1117 (универсал);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
ВАЗ (Lada) 2109 (хэтчбек);900 000 ₸;;;
BMW 525;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Nissan Sunny;900 000 ₸;;;
ВАЗ (Lada) 2109 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Chery Very;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
УАЗ Буханка;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2111 (универсал);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Mitsubishi L300;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Audi 100;900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
Mazda Cronos;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Honda Accord;900 000 ₸;;;
Mercedes-Benz S 280;900 000 ₸;;;
Daewoo Matiz;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
BMW 525;900 000 ₸;;;
Daewoo Nexia;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2121 Нива;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
Suzuki Baleno;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Ford Galaxy;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
Audi 80;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Volkswagen Polo;900 000 ₸;;;
Mitsubishi Galant;900 000 ₸;;;
Nissan Sunny;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Audi 100;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
ВАЗ (Lada) Priora 2172 (хэтчбек);900 000 ₸;;;
Mercedes-Benz 190;900 000 ₸;;;
ВАЗ (Lada) 2112 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
Toyota Caldina;900 000 ₸;;;
Seat Toledo;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Audi 80;900 000 ₸;;;
Audi 100;900 000 ₸;;;
Mazda 323;900 000 ₸;;;
Suzuki Baleno;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Volkswagen Polo;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Mitsubishi L300;900 000 ₸;;;
ВАЗ (Lada) Priora 2172 (хэтчбек);900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Москвич АЗЛК 2140;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
BMW 318;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
Audi 80;900 000 ₸;;;
Mazda Demio;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Daewoo Leganza;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Toyota Windom;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Audi 100;900 000 ₸;;;
ГАЗ ГАЗель;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2114 (хэтчбек);900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Mercedes-Benz E 230;900 000 ₸;;;
Volkswagen Vento;900 000 ₸;;;
ВАЗ (Lada) Priora 2170 (седан);900 000 ₸;;;
Subaru Legacy;900 000 ₸;;;
Mazda 323;900 000 ₸;;;
Mitsubishi Sigma;900 000 ₸;;;
Toyota Windom;900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
Mitsubishi L300;900 000 ₸;;;
Volkswagen Golf;900 000 ₸;;;
Daewoo Leganza;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Mercedes-Benz E 200;900 000 ₸;;;
Audi 80;900 000 ₸;;;
Nissan Primera;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Chevrolet Cavalier;900 000 ₸;;;
Nissan Bluebird;900 000 ₸;;;
Audi 100;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) Priora 2172 (хэтчбек);900 000 ₸;;;
Hyundai Sonata;900 000 ₸;;;
ВАЗ (Lada) 21099 (седан);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
Audi 100;900 000 ₸;;;
ВАЗ (Lada) 2110 (седан);900 000 ₸;;;
ВАЗ (Lada) Priora 2172 (хэтчбек);900 000 ₸;;;
Hyundai Sonata;900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;
ВАЗ (Lada) 2106;900 000 ₸;;;
Opel Vectra;900 000 ₸;;;
ВАЗ (Lada) 2121 Нива;900 000 ₸;;;
BMW 316;900 000 ₸;;;
ВАЗ (Lada) 2107;900 000 ₸;;;
ИЖ 2715;900 000 ₸;;;
Audi 100;900 000 ₸;;;
УАЗ Буханка;900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
ВАЗ (Lada) 2115 (седан);900 000 ₸;;;
Volkswagen Passat;900 000 ₸;;;